id,item_id,dept_id,cat_id,store_id,state_id,d,sales,date,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,snap_CA
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_146,39,2011-06-23,11121,Thursday,6,6,2011,,,0
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_146,13,2011-06-23,11121,Thursday,6,6,2011,,,0
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_146,59,2011-06-23,11121,Thursday,6,6,2011,,,0
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_147,22,2011-06-24,11121,Friday,7,6,2011,,,0
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_147,21,2011-06-24,11121,Friday,7,6,2011,,,0
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_147,0,2011-06-24,11121,Friday,7,6,2011,,,0
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_147,0,2011-06-24,11121,Friday,7,6,2011,,,0
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_147,34,2011-06-24,11121,Friday,7,6,2011,,,0
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_147,24,2011-06-24,11121,Friday,7,6,2011,,,0
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_147,47,2011-06-24,11121,Friday,7,6,2011,,,0
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_147,42,2011-06-24,11121,Friday,7,6,2011,,,0
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_147,20,2011-06-24,11121,Friday,7,6,2011,,,0
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_147,37,2011-06-24,11121,Friday,7,6,2011,,,0
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_148,20,2011-06-25,11122,Saturday,1,6,2011,,,0
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_148,27,2011-06-25,11122,Saturday,1,6,2011,,,0
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_148,0,2011-06-25,11122,Saturday,1,6,2011,,,0
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_148,0,2011-06-25,11122,Saturday,1,6,2011,,,0
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_148,56,2011-06-25,11122,Saturday,1,6,2011,,,0
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_148,27,2011-06-25,11122,Saturday,1,6,2011,,,0
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_148,45,2011-06-25,11122,Saturday,1,6,2011,,,0
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_148,37,2011-06-25,11122,Saturday,1,6,2011,,,0
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_148,32,2011-06-25,11122,Saturday,1,6,2011,,,0
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_148,62,2011-06-25,11122,Saturday,1,6,2011,,,0
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_149,26,2011-06-26,11122,Sunday,2,6,2011,,,0
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_149,30,2011-06-26,11122,Sunday,2,6,2011,,,0
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_149,0,2011-06-26,11122,Sunday,2,6,2011,,,0
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_149,0,2011-06-26,11122,Sunday,2,6,2011,,,0
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_149,68,2011-06-26,11122,Sunday,2,6,2011,,,0
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_149,38,2011-06-26,11122,Sunday,2,6,2011,,,0
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_149,63,2011-06-26,11122,Sunday,2,6,2011,,,0
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_149,54,2011-06-26,11122,Sunday,2,6,2011,,,0
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_149,40,2011-06-26,11122,Sunday,2,6,2011,,,0
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_149,68,2011-06-26,11122,Sunday,2,6,2011,,,0
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_150,26,2011-06-27,11122,Monday,3,6,2011,,,0
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_150,23,2011-06-27,11122,Monday,3,6,2011,,,0
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_150,0,2011-06-27,11122,Monday,3,6,2011,,,0
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_150,0,2011-06-27,11122,Monday,3,6,2011,,,0
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_150,25,2011-06-27,11122,Monday,3,6,2011,,,0
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_150,18,2011-06-27,11122,Monday,3,6,2011,,,0
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_150,34,2011-06-27,11122,Monday,3,6,2011,,,0
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_150,39,2011-06-27,11122,Monday,3,6,2011,,,0
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_150,25,2011-06-27,11122,Monday,3,6,2011,,,0
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_150,61,2011-06-27,11122,Monday,3,6,2011,,,0
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_151,25,2011-06-28,11122,Tuesday,4,6,2011,,,0
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_151,17,2011-06-28,11122,Tuesday,4,6,2011,,,0
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_151,0,2011-06-28,11122,Tuesday,4,6,2011,,,0
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_151,0,2011-06-28,11122,Tuesday,4,6,2011,,,0
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_151,17,2011-06-28,11122,Tuesday,4,6,2011,,,0
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_151,9,2011-06-28,11122,Tuesday,4,6,2011,,,0
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_151,32,2011-06-28,11122,Tuesday,4,6,2011,,,0
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_151,28,2011-06-28,11122,Tuesday,4,6,2011,,,0
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_151,13,2011-06-28,11122,Tuesday,4,6,2011,,,0
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_151,21,2011-06-28,11122,Tuesday,4,6,2011,,,0
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_152,16,2011-06-29,11122,Wednesday,5,6,2011,,,0
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_152,9,2011-06-29,11122,Wednesday,5,6,2011,,,0
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_152,0,2011-06-29,11122,Wednesday,5,6,2011,,,0
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_152,0,2011-06-29,11122,Wednesday,5,6,2011,,,0
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_152,33,2011-06-29,11122,Wednesday,5,6,2011,,,0
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_152,13,2011-06-29,11122,Wednesday,5,6,2011,,,0
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_152,36,2011-06-29,11122,Wednesday,5,6,2011,,,0
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_152,26,2011-06-29,11122,Wednesday,5,6,2011,,,0
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_152,33,2011-06-29,11122,Wednesday,5,6,2011,,,0
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_152,13,2011-06-29,11122,Wednesday,5,6,2011,,,0
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_153,18,2011-06-30,11122,Thursday,6,6,2011,,,0
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_153,28,2011-06-30,11122,Thursday,6,6,2011,,,0
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_153,0,2011-06-30,11122,Thursday,6,6,2011,,,0
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_153,0,2011-06-30,11122,Thursday,6,6,2011,,,0
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_153,31,2011-06-30,11122,Thursday,6,6,2011,,,0
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_153,24,2011-06-30,11122,Thursday,6,6,2011,,,0
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_153,43,2011-06-30,11122,Thursday,6,6,2011,,,0
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_153,34,2011-06-30,11122,Thursday,6,6,2011,,,0
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_153,28,2011-06-30,11122,Thursday,6,6,2011,,,0
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_153,28,2011-06-30,11122,Thursday,6,6,2011,,,0
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_154,20,2011-07-01,11122,Friday,7,7,2011,,,1
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_154,29,2011-07-01,11122,Friday,7,7,2011,,,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_154,0,2011-07-01,11122,Friday,7,7,2011,,,1
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_154,0,2011-07-01,11122,Friday,7,7,2011,,,1
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_154,80,2011-07-01,11122,Friday,7,7,2011,,,1
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_154,27,2011-07-01,11122,Friday,7,7,2011,,,1
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_154,70,2011-07-01,11122,Friday,7,7,2011,,,1
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_154,40,2011-07-01,11122,Friday,7,7,2011,,,1
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_154,44,2011-07-01,11122,Friday,7,7,2011,,,1
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_154,51,2011-07-01,11122,Friday,7,7,2011,,,1
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_155,42,2011-07-02,11123,Saturday,1,7,2011,,,1
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_155,50,2011-07-02,11123,Saturday,1,7,2011,,,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_155,0,2011-07-02,11123,Saturday,1,7,2011,,,1
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_155,0,2011-07-02,11123,Saturday,1,7,2011,,,1
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_155,86,2011-07-02,11123,Saturday,1,7,2011,,,1
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_155,25,2011-07-02,11123,Saturday,1,7,2011,,,1
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_155,81,2011-07-02,11123,Saturday,1,7,2011,,,1
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_155,48,2011-07-02,11123,Saturday,1,7,2011,,,1
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_155,81,2011-07-02,11123,Saturday,1,7,2011,,,1
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_155,80,2011-07-02,11123,Saturday,1,7,2011,,,1
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_156,64,2011-07-03,11123,Sunday,2,7,2011,,,1
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_156,41,2011-07-03,11123,Sunday,2,7,2011,,,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_156,0,2011-07-03,11123,Sunday,2,7,2011,,,1
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_156,0,2011-07-03,11123,Sunday,2,7,2011,,,1
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_156,94,2011-07-03,11123,Sunday,2,7,2011,,,1
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_156,38,2011-07-03,11123,Sunday,2,7,2011,,,1
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_156,94,2011-07-03,11123,Sunday,2,7,2011,,,1
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_156,54,2011-07-03,11123,Sunday,2,7,2011,,,1
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_156,71,2011-07-03,11123,Sunday,2,7,2011,,,1
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_156,22,2011-07-03,11123,Sunday,2,7,2011,,,1
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_157,27,2011-07-04,11123,Monday,3,7,2011,IndependenceDay,National,1
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_157,23,2011-07-04,11123,Monday,3,7,2011,IndependenceDay,National,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_157,0,2011-07-04,11123,Monday,3,7,2011,IndependenceDay,National,1
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_157,0,2011-07-04,11123,Monday,3,7,2011,IndependenceDay,National,1
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_157,52,2011-07-04,11123,Monday,3,7,2011,IndependenceDay,National,1
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_157,19,2011-07-04,11123,Monday,3,7,2011,IndependenceDay,National,1
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_157,64,2011-07-04,11123,Monday,3,7,2011,IndependenceDay,National,1
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_157,27,2011-07-04,11123,Monday,3,7,2011,IndependenceDay,National,1
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_157,64,2011-07-04,11123,Monday,3,7,2011,IndependenceDay,National,1
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_157,31,2011-07-04,11123,Monday,3,7,2011,IndependenceDay,National,1
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_158,56,2011-07-05,11123,Tuesday,4,7,2011,,,1
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_158,20,2011-07-05,11123,Tuesday,4,7,2011,,,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_158,0,2011-07-05,11123,Tuesday,4,7,2011,,,1
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_158,0,2011-07-05,11123,Tuesday,4,7,2011,,,1
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_158,48,2011-07-05,11123,Tuesday,4,7,2011,,,1
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_158,11,2011-07-05,11123,Tuesday,4,7,2011,,,1
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_158,48,2011-07-05,11123,Tuesday,4,7,2011,,,1
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_158,43,2011-07-05,11123,Tuesday,4,7,2011,,,1
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_158,42,2011-07-05,11123,Tuesday,4,7,2011,,,1
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_158,34,2011-07-05,11123,Tuesday,4,7,2011,,,1
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_159,42,2011-07-06,11123,Wednesday,5,7,2011,,,1
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_159,31,2011-07-06,11123,Wednesday,5,7,2011,,,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_159,0,2011-07-06,11123,Wednesday,5,7,2011,,,1
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_159,0,2011-07-06,11123,Wednesday,5,7,2011,,,1
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_159,39,2011-07-06,11123,Wednesday,5,7,2011,,,1
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_159,21,2011-07-06,11123,Wednesday,5,7,2011,,,1
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_159,51,2011-07-06,11123,Wednesday,5,7,2011,,,1
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_159,26,2011-07-06,11123,Wednesday,5,7,2011,,,1
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_159,35,2011-07-06,11123,Wednesday,5,7,2011,,,1
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_159,34,2011-07-06,11123,Wednesday,5,7,2011,,,1
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_160,50,2011-07-07,11123,Thursday,6,7,2011,,,1
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_160,24,2011-07-07,11123,Thursday,6,7,2011,,,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_160,0,2011-07-07,11123,Thursday,6,7,2011,,,1
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_160,0,2011-07-07,11123,Thursday,6,7,2011,,,1
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_160,38,2011-07-07,11123,Thursday,6,7,2011,,,1
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_160,14,2011-07-07,11123,Thursday,6,7,2011,,,1
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_160,56,2011-07-07,11123,Thursday,6,7,2011,,,1
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_160,60,2011-07-07,11123,Thursday,6,7,2011,,,1
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_160,41,2011-07-07,11123,Thursday,6,7,2011,,,1
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_160,32,2011-07-07,11123,Thursday,6,7,2011,,,1
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_161,41,2011-07-08,11123,Friday,7,7,2011,,,1
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_161,21,2011-07-08,11123,Friday,7,7,2011,,,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_161,0,2011-07-08,11123,Friday,7,7,2011,,,1
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_161,0,2011-07-08,11123,Friday,7,7,2011,,,1
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_161,34,2011-07-08,11123,Friday,7,7,2011,,,1
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_161,13,2011-07-08,11123,Friday,7,7,2011,,,1
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_161,43,2011-07-08,11123,Friday,7,7,2011,,,1
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_161,49,2011-07-08,11123,Friday,7,7,2011,,,1
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_161,57,2011-07-08,11123,Friday,7,7,2011,,,1
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_161,26,2011-07-08,11123,Friday,7,7,2011,,,1
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_162,49,2011-07-09,11124,Saturday,1,7,2011,,,1
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_162,33,2011-07-09,11124,Saturday,1,7,2011,,,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_162,0,2011-07-09,11124,Saturday,1,7,2011,,,1
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_162,0,2011-07-09,11124,Saturday,1,7,2011,,,1
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_162,34,2011-07-09,11124,Saturday,1,7,2011,,,1
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_162,24,2011-07-09,11124,Saturday,1,7,2011,,,1
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_162,71,2011-07-09,11124,Saturday,1,7,2011,,,1
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_162,51,2011-07-09,11124,Saturday,1,7,2011,,,1
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_162,50,2011-07-09,11124,Saturday,1,7,2011,,,1
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_162,11,2011-07-09,11124,Saturday,1,7,2011,,,1
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_163,42,2011-07-10,11124,Sunday,2,7,2011,,,1
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_163,42,2011-07-10,11124,Sunday,2,7,2011,,,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_163,0,2011-07-10,11124,Sunday,2,7,2011,,,1
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_163,0,2011-07-10,11124,Sunday,2,7,2011,,,1
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_163,48,2011-07-10,11124,Sunday,2,7,2011,,,1
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_163,28,2011-07-10,11124,Sunday,2,7,2011,,,1
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_163,67,2011-07-10,11124,Sunday,2,7,2011,,,1
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_163,49,2011-07-10,11124,Sunday,2,7,2011,,,1
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_163,59,2011-07-10,11124,Sunday,2,7,2011,,,1
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_163,37,2011-07-10,11124,Sunday,2,7,2011,,,1
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_164,35,2011-07-11,11124,Monday,3,7,2011,,,0
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_164,23,2011-07-11,11124,Monday,3,7,2011,,,0
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_164,0,2011-07-11,11124,Monday,3,7,2011,,,0
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_164,0,2011-07-11,11124,Monday,3,7,2011,,,0
