date,cat_id,sales,snap_CA
2011-10-05,HOBBIES,334,1
2011-10-05,HOUSEHOLD,378,1
2011-10-06,FOODS,2011,1
2011-10-06,HOBBIES,307,1
2011-10-06,HOUSEHOLD,372,1
2011-10-07,FOODS,2631,1
2011-10-07,HOBBIES,425,1
2011-10-07,HOUSEHOLD,485,1
2011-10-08,FOODS,3279,1
2011-10-08,HOBBIES,678,1
2011-10-08,HOUSEHOLD,647,1
2011-10-09,FOODS,3296,1
2011-10-09,HOBBIES,408,1
2011-10-09,HOUSEHOLD,713,1
2011-10-10,FOODS,2726,1
2011-10-10,HOBBIES,364,1
2011-10-10,HOUSEHOLD,482,1
2011-10-11,FOODS,2059,0
2011-10-11,HOBBIES,633,0
2011-10-11,HOUSEHOLD,418,0
2011-10-12,FOODS,1901,0
2011-10-12,HOBBIES,337,0
2011-10-12,HOUSEHOLD,371,0
2011-10-13,FOODS,1979,0
2011-10-13,HOBBIES,482,0
2011-10-13,HOUSEHOLD,398,0
2011-10-14,FOODS,2371,0
2011-10-14,HOBBIES,456,0
2011-10-14,HOUSEHOLD,510,0
2011-10-15,FOODS,2930,0
2011-10-15,HOBBIES,613,0
2011-10-15,HOUSEHOLD,710,0
2011-10-16,FOODS,2963,0
2011-10-16,HOBBIES,532,0
2011-10-16,HOUSEHOLD,755,0
2011-10-17,FOODS,1944,0
2011-10-17,HOBBIES,305,0
2011-10-17,HOUSEHOLD,512,0
2011-10-18,FOODS,1742,0
2011-10-18,HOBBIES,337,0
2011-10-18,HOUSEHOLD,415,0
2011-10-19,FOODS,1772,0
2011-10-19,HOBBIES,389,0
2011-10-19,HOUSEHOLD,379,0
2011-10-20,FOODS,1851,0
2011-10-20,HOBBIES,429,0
2011-10-20,HOUSEHOLD,374,0
2011-10-21,FOODS,2374,0
2011-10-21,HOBBIES,504,0
2011-10-21,HOUSEHOLD,560,0
2011-10-22,FOODS,3011,0
2011-10-22,HOBBIES,557,0
2011-10-22,HOUSEHOLD,675,0
2011-10-23,FOODS,3200,0
2011-10-23,HOBBIES,415,0
2011-10-23,HOUSEHOLD,704,0
2011-10-24,FOODS,2036,0
2011-10-24,HOBBIES,362,0
2011-10-24,HOUSEHOLD,480,0
2011-10-25,FOODS,1890,0
2011-10-25,HOBBIES,237,0
2011-10-25,HOUSEHOLD,390,0
2011-10-26,FOODS,1660,0
2011-10-26,HOBBIES,297,0
2011-10-26,HOUSEHOLD,386,0
2011-10-27,FOODS,1909,0
2011-10-27,HOBBIES,452,0
2011-10-27,HOUSEHOLD,359,0
2011-10-28,FOODS,2184,0
2011-10-28,HOBBIES,475,0
2011-10-28,HOUSEHOLD,503,0
2011-10-29,FOODS,3022,0
2011-10-29,HOBBIES,460,0
2011-10-29,HOUSEHOLD,680,0
2011-10-30,FOODS,3063,0
2011-10-30,HOBBIES,429,0
2011-10-30,HOUSEHOLD,735,0
2011-10-31,FOODS,1622,0
2011-10-31,HOBBIES,403,0
2011-10-31,HOUSEHOLD,410,0
2011-11-01,FOODS,1924,1
2011-11-01,HOBBIES,440,1
2011-11-01,HOUSEHOLD,410,1
2011-11-02,FOODS,2129,1
2011-11-02,HOBBIES,426,1
2011-11-02,HOUSEHOLD,422,1
2011-11-03,FOODS,2210,1
2011-11-03,HOBBIES,355,1
2011-11-03,HOUSEHOLD,449,1
2011-11-04,FOODS,2644,1
2011-11-04,HOBBIES,508,1
2011-11-04,HOUSEHOLD,595,1
2011-11-05,FOODS,3325,1
2011-11-05,HOBBIES,493,1
2011-11-05,HOUSEHOLD,697,1
2011-11-06,FOODS,3641,1
2011-11-06,HOBBIES,488,1
2011-11-06,HOUSEHOLD,723,1
2011-11-07,FOODS,2406,1
2011-11-07,HOBBIES,301,1
2011-11-07,HOUSEHOLD,577,1
2011-11-08,FOODS,2416,1
2011-11-08,HOBBIES,431,1
2011-11-08,HOUSEHOLD,471,1
2011-11-09,FOODS,2140,1
2011-11-09,HOBBIES,284,1
2011-11-09,HOUSEHOLD,356,1
2011-11-10,FOODS,2495,1
2011-11-10,HOBBIES,341,1
2011-11-10,HOUSEHOLD,441,1
2011-11-11,FOODS,2879,0
2011-11-11,HOBBIES,372,0
2011-11-11,HOUSEHOLD,607,0
2011-11-12,FOODS,3042,0
2011-11-12,HOBBIES,642,0
2011-11-12,HOUSEHOLD,608,0
2011-11-13,FOODS,3164,0
2011-11-13,HOBBIES,351,0
2011-11-13,HOUSEHOLD,635,0
2011-11-14,FOODS,2299,0
2011-11-14,HOBBIES,321,0
2011-11-14,HOUSEHOLD,415,0
2011-11-15,FOODS,1932,0
2011-11-15,HOBBIES,355,0
2011-11-15,HOUSEHOLD,420,0
2011-11-16,FOODS,1776,0
2011-11-16,HOBBIES,331,0
2011-11-16,HOUSEHOLD,388,0
2011-11-17,FOODS,1771,0
2011-11-17,HOBBIES,244,0
2011-11-17,HOUSEHOLD,373,0
2011-11-18,FOODS,2214,0
2011-11-18,HOBBIES,366,0
2011-11-18,HOUSEHOLD,432,0
2011-11-19,FOODS,3333,0
2011-11-19,HOBBIES,599,0
2011-11-19,HOUSEHOLD,749,0
2011-11-20,FOODS,3232,0
2011-11-20,HOBBIES,454,0
2011-11-20,HOUSEHOLD,729,0
2011-11-21,FOODS,2333,0
2011-11-21,HOBBIES,351,0
2011-11-21,HOUSEHOLD,525,0
2011-11-22,FOODS,2744,0
2011-11-22,HOBBIES,426,0
2011-11-22,HOUSEHOLD,467,0
2011-11-23,FOODS,2926,0
2011-11-23,HOBBIES,261,0
2011-11-23,HOUSEHOLD,476,0
2011-11-24,FOODS,1631,0
2011-11-24,HOBBIES,90,0
2011-11-24,HOUSEHOLD,220,0
2011-11-25,FOODS,2262,0
2011-11-25,HOBBIES,456,0
2011-11-25,HOUSEHOLD,444,0
2011-11-26,FOODS,2194,0
2011-11-26,HOBBIES,365,0
2011-11-26,HOUSEHOLD,518,0
2011-11-27,FOODS,2494,0
2011-11-27,HOBBIES,320,0
2011-11-27,HOUSEHOLD,527,0
2011-11-28,FOODS,1808,0
2011-11-28,HOBBIES,312,0
2011-11-28,HOUSEHOLD,394,0
2011-11-29,FOODS,1838,0
2011-11-29,HOBBIES,480,0
2011-11-29,HOUSEHOLD,310,0
2011-11-30,FOODS,1783,0
2011-11-30,HOBBIES,276,0
2011-11-30,HOUSEHOLD,353,0
2011-12-01,FOODS,1925,1
2011-12-01,HOBBIES,389,1
2011-12-01,HOUSEHOLD,385,1
2011-12-02,FOODS,2487,1
2011-12-02,HOBBIES,482,1
2011-12-02,HOUSEHOLD,535,1
2011-12-03,FOODS,3364,1
2011-12-03,HOBBIES,778,1
2011-12-03,HOUSEHOLD,690,1
2011-12-04,FOODS,3390,1
2011-12-04,HOBBIES,551,1
2011-12-04,HOUSEHOLD,691,1
2011-12-05,FOODS,2517,1
2011-12-05,HOBBIES,359,1
2011-12-05,HOUSEHOLD,491,1
2011-12-06,FOODS,2256,1
2011-12-06,HOBBIES,310,1
2011-12-06,HOUSEHOLD,394,1
2011-12-07,FOODS,2080,1
2011-12-07,HOBBIES,485,1
2011-12-07,HOUSEHOLD,324,1
2011-12-08,FOODS,2460,1
2011-12-08,HOBBIES,499,1
2011-12-08,HOUSEHOLD,372,1
2011-12-09,FOODS,2528,1
2011-12-09,HOBBIES,450,1
2011-12-09,HOUSEHOLD,457,1
2011-12-10,FOODS,3482,1
2011-12-10,HOBBIES,435,1
2011-12-10,HOUSEHOLD,658,1
2011-12-11,FOODS,3262,0
2011-12-11,HOBBIES,438,0
2011-12-11,HOUSEHOLD,612,0
2011-12-12,FOODS,2468,0
2011-12-12,HOBBIES,429,0
2011-12-12,HOUSEHOLD,370,0
2011-12-13,FOODS,2230,0
2011-12-13,HOBBIES,375,0
2011-12-13,HOUSEHOLD,341,0
2011-12-14,FOODS,2143,0
2011-12-14,HOBBIES,376,0
2011-12-14,HOUSEHOLD,352,0
2011-12-15,FOODS,2431,0
2011-12-15,HOBBIES,252,0
2011-12-15,HOUSEHOLD,426,0
2011-12-16,FOODS,2505,0
2011-12-16,HOBBIES,415,0
2011-12-16,HOUSEHOLD,479,0
2011-12-17,FOODS,3349,0
2011-12-17,HOBBIES,523,0
2011-12-17,HOUSEHOLD,591,0
2011-12-18,FOODS,3218,0
2011-12-18,HOBBIES,384,0
2011-12-18,HOUSEHOLD,651,0
2011-12-19,FOODS,2467,0
2011-12-19,HOBBIES,430,0
2011-12-19,HOUSEHOLD,436,0
2011-12-20,FOODS,2459,0
2011-12-20,HOBBIES,368,0
2011-12-20,HOUSEHOLD,409,0
2011-12-21,FOODS,2567,0
2011-12-21,HOBBIES,356,0
2011-12-21,HOUSEHOLD,444,0
2011-12-22,FOODS,2740,0
2011-12-22,HOBBIES,403,0
2011-12-22,HOUSEHOLD,466,0
2011-12-23,FOODS,3677,0
2011-12-23,HOBBIES,423,0
2011-12-23,HOUSEHOLD,552,0
2011-12-24,FOODS,2758,0
2011-12-24,HOBBIES,334,0
2011-12-24,HOUSEHOLD,362,0
2011-12-25,FOODS,0,0
2011-12-25,HOBBIES,0,0
2011-12-25,HOUSEHOLD,0,0
2011-12-26,FOODS,2360,0
2011-12-26,HOBBIES,483,0
2011-12-26,HOUSEHOLD,492,0
2011-12-27,FOODS,2230,0
2011-12-27,HOBBIES,469,0
2011-12-27,HOUSEHOLD,412,0
2011-12-28,FOODS,2228,0
2011-12-28,HOBBIES,410,0
2011-12-28,HOUSEHOLD,459,0
2011-12-29,FOODS,2415,0
2011-12-29,HOBBIES,322,0
2011-12-29,HOUSEHOLD,496,0
2011-12-30,FOODS,3248,0
2011-12-30,HOBBIES,711,0
2011-12-30,HOUSEHOLD,679,0
2011-12-31,FOODS,3324,0
2011-12-31,HOBBIES,384,0
2011-12-31,HOUSEHOLD,528,0
2012-01-01,FOODS,2054,1
2012-01-01,HOBBIES,232,1
2012-01-01,HOUSEHOLD,362,1
2012-01-02,FOODS,2926,1
2012-01-02,HOBBIES,342,1
2012-01-02,HOUSEHOLD,663,1
2012-01-03,FOODS,2504,1
2012-01-03,HOBBIES,488,1
2012-01-03,HOUSEHOLD,504,1
2012-01-04,FOODS,2332,1
2012-01-04,HOBBIES,490,1
2012-01-04,HOUSEHOLD,462,1
2012-01-05,FOODS,2613,1
2012-01-05,HOBBIES,343,1
2012-01-05,HOUSEHOLD,488,1
2012-01-06,FOODS,2692,1
2012-01-06,HOBBIES,612,1
2012-01-06,HOUSEHOLD,550,1
2012-01-07,FOODS,3523,1
2012-01-07,HOBBIES,503,1
2012-01-07,HOUSEHOLD,644,1
2012-01-08,FOODS,3510,1
2012-01-08,HOBBIES,377,1
2012-01-08,HOUSEHOLD,698,1
2012-01-09,FOODS,2875,1
2012-01-09,HOBBIES,332,1
2012-01-09,HOUSEHOLD,430,1
2012-01-10,FOODS,2354,1
2012-01-10,HOBBIES,456,1
2012-01-10,HOUSEHOLD,407,1
2012-01-11,FOODS,2164,0
2012-01-11,HOBBIES,485,0
2012-01-11,HOUSEHOLD,345,0
2012-01-12,FOODS,1901,0
2012-01-12,HOBBIES,392,0
2012-01-12,HOUSEHOLD,362,0
2012-01-13,FOODS,2657,0
2012-01-13,HOBBIES,418,0
2012-01-13,HOUSEHOLD,475,0
2012-01-14,FOODS,3145,0
2012-01-14,HOBBIES,456,0
2012-01-14,HOUSEHOLD,670,0
2012-01-15,FOODS,3070,0
2012-01-15,HOBBIES,415,0
2012-01-15,HOUSEHOLD,626,0
2012-01-16,FOODS,2765,0
2012-01-16,HOBBIES,381,0
2012-01-16,HOUSEHOLD,524,0
2012-01-17,FOODS,2111,0
2012-01-17,HOBBIES,366,0
2012-01-17,HOUSEHOLD,347,0
2012-01-18,FOODS,2017,0
2012-01-18,HOBBIES,320,0
2012-01-18,HOUSEHOLD,392,0
2012-01-19,FOODS,2033,0
2012-01-19,HOBBIES,406,0
2012-01-19,HOUSEHOLD,343,0
2012-01-20,FOODS,2447,0
2012-01-20,HOBBIES,291,0
2012-01-20,HOUSEHOLD,415,0
2012-01-21,FOODS,3766,0
2012-01-21,HOBBIES,574,0
2012-01-21,HOUSEHOLD,767,0
2012-01-22,FOODS,3054,0
2012-01-22,HOBBIES,373,0
2012-01-22,HOUSEHOLD,538,0
2012-01-23,FOODS,1969,0
2012-01-23,HOBBIES,316,0
2012-01-23,HOUSEHOLD,393,0
2012-01-24,FOODS,1947,0
2012-01-24,HOBBIES,285,0
2012-01-24,HOUSEHOLD,339,0
2012-01-25,FOODS,1788,0
2012-01-25,HOBBIES,296,0
2012-01-25,HOUSEHOLD,376,0
2012-01-26,FOODS,1805,0
2012-01-26,HOBBIES,499,0
2012-01-26,HOUSEHOLD,376,0
2012-01-27,FOODS,2506,0
2012-01-27,HOBBIES,456,0
2012-01-27,HOUSEHOLD,482,0
2012-01-28,FOODS,3082,0
2012-01-28,HOBBIES,494,0
2012-01-28,HOUSEHOLD,665,0
2012-01-29,FOODS,3135,0
2012-01-29,HOBBIES,411,0
2012-01-29,HOUSEHOLD,601,0
2012-01-30,FOODS,2167,0
2012-01-30,HOBBIES,263,0
2012-01-30,HOUSEHOLD,459,0
2012-01-31,FOODS,2163,0
2012-01-31,HOBBIES,329,0
2012-01-31,HOUSEHOLD,400,0
2012-02-01,FOODS,2394,1
2012-02-01,HOBBIES,403,1
2012-02-01,HOUSEHOLD,408,1
2012-02-02,FOODS,2502,1
2012-02-02,HOBBIES,436,1
2012-02-02,HOUSEHOLD,471,1
2012-02-03,FOODS,3134,1
2012-02-03,HOBBIES,537,1
2012-02-03,HOUSEHOLD,598,1
2012-02-04,FOODS,4370,1
2012-02-04,HOBBIES,643,1
2012-02-04,HOUSEHOLD,773,1
2012-02-05,FOODS,3743,1
2012-02-05,HOBBIES,482,1
2012-02-05,HOUSEHOLD,558,1
2012-02-06,FOODS,2665,1
2012-02-06,HOBBIES,442,1
2012-02-06,HOUSEHOLD,531,1
2012-02-07,FOODS,2392,1
2012-02-07,HOBBIES,365,1
2012-02-07,HOUSEHOLD,402,1
2012-02-08,FOODS,2362,1
2012-02-08,HOBBIES,287,1
2012-02-08,HOUSEHOLD,392,1
2012-02-09,FOODS,2303,1
2012-02-09,HOBBIES,317,1
2012-02-09,HOUSEHOLD,414,1
2012-02-10,FOODS,2773,1
2012-02-10,HOBBIES,253,1
2012-02-10,HOUSEHOLD,490,1
2012-02-11,FOODS,4082,0
2012-02-11,HOBBIES,593,0
2012-02-11,HOUSEHOLD,788,0
2012-02-12,FOODS,4031,0
2012-02-12,HOBBIES,449,0
2012-02-12,HOUSEHOLD,750,0
2012-02-13,FOODS,2966,0
2012-02-13,HOBBIES,217,0
2012-02-13,HOUSEHOLD,491,0
2012-02-14,FOODS,1997,0
2012-02-14,HOBBIES,311,0
2012-02-14,HOUSEHOLD,295,0
2012-02-15,FOODS,1938,0
2012-02-15,HOBBIES,334,0
2012-02-15,HOUSEHOLD,397,0
2012-02-16,FOODS,2045,0
2012-02-16,HOBBIES,348,0
2012-02-16,HOUSEHOLD,439,0
2012-02-17,FOODS,2420,0
2012-02-17,HOBBIES,335,0
2012-02-17,HOUSEHOLD,556,0
2012-02-18,FOODS,3314,0
2012-02-18,HOBBIES,544,0
2012-02-18,HOUSEHOLD,676,0
2012-02-19,FOODS,3376,0
2012-02-19,HOBBIES,428,0
2012-02-19,HOUSEHOLD,731,0
2012-02-20,FOODS,2770,0
2012-02-20,HOBBIES,343,0
2012-02-20,HOUSEHOLD,608,0
2012-02-21,FOODS,2045,0
2012-02-21,HOBBIES,352,0
2012-02-21,HOUSEHOLD,426,0
2012-02-22,FOODS,2006,0
2012-02-22,HOBBIES,395,0
2012-02-22,HOUSEHOLD,373,0
2012-02-23,FOODS,2035,0
2012-02-23,HOBBIES,326,0
2012-02-23,HOUSEHOLD,437,0
2012-02-24,FOODS,2503,0
2012-02-24,HOBBIES,278,0
2012-02-24,HOUSEHOLD,499,0
2012-02-25,FOODS,3481,0
2012-02-25,HOBBIES,594,0
2012-02-25,HOUSEHOLD,731,0
2012-02-26,FOODS,3415,0
2012-02-26,HOBBIES,372,0
2012-02-26,HOUSEHOLD,643,0
2012-02-27,FOODS,2197,0
2012-02-27,HOBBIES,325,0
2012-02-27,HOUSEHOLD,476,0
2012-02-28,FOODS,2011,0
2012-02-28,HOBBIES,275,0
2012-02-28,HOUSEHOLD,421,0
2012-02-29,FOODS,2025,0
2012-02-29,HOBBIES,485,0
2012-02-29,HOUSEHOLD,405,0
2012-03-01,FOODS,2538,1
2012-03-01,HOBBIES,598,1
2012-03-01,HOUSEHOLD,467,1
2012-03-02,FOODS,2915,1
2012-03-02,HOBBIES,521,1
2012-03-02,HOUSEHOLD,589,1
2012-03-03,FOODS,3843,1
2012-03-03,HOBBIES,544,1
2012-03-03,HOUSEHOLD,736,1
2012-03-04,FOODS,3965,1
2012-03-04,HOBBIES,435,1
2012-03-04,HOUSEHOLD,765,1
2012-03-05,FOODS,3036,1
2012-03-05,HOBBIES,290,1
2012-03-05,HOUSEHOLD,567,1
2012-03-06,FOODS,2561,1
2012-03-06,HOBBIES,405,1
2012-03-06,HOUSEHOLD,432,1
2012-03-07,FOODS,2658,1
2012-03-07,HOBBIES,402,1
2012-03-07,HOUSEHOLD,481,1
2012-03-08,FOODS,2663,1
2012-03-08,HOBBIES,262,1
2012-03-08,HOUSEHOLD,467,1
2012-03-09,FOODS,2860,1
2012-03-09,HOBBIES,362,1
2012-03-09,HOUSEHOLD,564,1
2012-03-10,FOODS,4045,1
2012-03-10,HOBBIES,535,1
2012-03-10,HOUSEHOLD,774,1
2012-03-11,FOODS,4013,0
2012-03-11,HOBBIES,653,0
2012-03-11,HOUSEHOLD,836,0
2012-03-12,FOODS,2729,0
2012-03-12,HOBBIES,390,0
2012-03-12,HOUSEHOLD,524,0
2012-03-13,FOODS,2043,0
2012-03-13,HOBBIES,323,0
2012-03-13,HOUSEHOLD,470,0
2012-03-14,FOODS,2157,0
2012-03-14,HOBBIES,236,0
2012-03-14,HOUSEHOLD,428,0
2012-03-15,FOODS,2323,0
2012-03-15,HOBBIES,382,0
2012-03-15,HOUSEHOLD,456,0
2012-03-16,FOODS,2708,0
2012-03-16,HOBBIES,500,0
2012-03-16,HOUSEHOLD,529,0
2012-03-17,FOODS,3442,0
2012-03-17,HOBBIES,517,0
2012-03-17,HOUSEHOLD,759,0
2012-03-18,FOODS,3657,0
2012-03-18,HOBBIES,465,0
2012-03-18,HOUSEHOLD,844,0
2012-03-19,FOODS,2647,0
2012-03-19,HOBBIES,420,0
2012-03-19,HOUSEHOLD,554,0
2012-03-20,FOODS,2155,0
2012-03-20,HOBBIES,349,0
2012-03-20,HOUSEHOLD,435,0
2012-03-21,FOODS,2051,0
2012-03-21,HOBBIES,280,0
2012-03-21,HOUSEHOLD,433,0
2012-03-22,FOODS,2439,0
2012-03-22,HOBBIES,263,0
2012-03-22,HOUSEHOLD,401,0
2012-03-23,FOODS,2515,0
2012-03-23,HOBBIES,411,0
2012-03-23,HOUSEHOLD,488,0
2012-03-24,FOODS,3809,0
2012-03-24,HOBBIES,657,0
2012-03-24,HOUSEHOLD,745,0
2012-03-25,FOODS,3925,0
2012-03-25,HOBBIES,475,0
2012-03-25,HOUSEHOLD,840,0
2012-03-26,FOODS,2366,0
2012-03-26,HOBBIES,311,0
2012-03-26,HOUSEHOLD,490,0
2012-03-27,FOODS,2061,0
2012-03-27,HOBBIES,399,0
2012-03-27,HOUSEHOLD,429,0
2012-03-28,FOODS,1997,0
2012-03-28,HOBBIES,358,0
2012-03-28,HOUSEHOLD,413,0
2012-03-29,FOODS,1975,0
2012-03-29,HOBBIES,257,0
2012-03-29,HOUSEHOLD,393,0
2012-03-30,FOODS,3104,0
2012-03-30,HOBBIES,586,0
2012-03-30,HOUSEHOLD,565,0
2012-03-31,FOODS,3508,0
2012-03-31,HOBBIES,630,0
2012-03-31,HOUSEHOLD,764,0
2012-04-01,FOODS,3993,1
2012-04-01,HOBBIES,440,1
2012-04-01,HOUSEHOLD,748,1
2012-04-02,FOODS,2886,1
2012-04-02,HOBBIES,446,1
2012-04-02,HOUSEHOLD,493,1
2012-04-03,FOODS,3114,1
2012-04-03,HOBBIES,409,1
2012-04-03,HOUSEHOLD,482,1
2012-04-04,FOODS,2784,1
2012-04-04,HOBBIES,269,1
2012-04-04,HOUSEHOLD,440,1
2012-04-05,FOODS,3033,1
2012-04-05,HOBBIES,392,1
2012-04-05,HOUSEHOLD,548,1
2012-04-06,FOODS,4053,1
2012-04-06,HOBBIES,483,1
2012-04-06,HOUSEHOLD,549,1
2012-04-07,FOODS,4812,1
2012-04-07,HOBBIES,487,1
2012-04-07,HOUSEHOLD,736,1
2012-04-08,FOODS,3169,1
2012-04-08,HOBBIES,273,1
2012-04-08,HOUSEHOLD,520,1
2012-04-09,FOODS,3007,1
2012-04-09,HOBBIES,445,1
2012-04-09,HOUSEHOLD,532,1
2012-04-10,FOODS,2903,1
2012-04-10,HOBBIES,483,1
2012-04-10,HOUSEHOLD,473,1
2012-04-11,FOODS,2450,0
2012-04-11,HOBBIES,364,0
2012-04-11,HOUSEHOLD,496,0
2012-04-12,FOODS,2377,0
2012-04-12,HOBBIES,454,0
2012-04-12,HOUSEHOLD,462,0
2012-04-13,FOODS,2881,0
2012-04-13,HOBBIES,773,0
2012-04-13,HOUSEHOLD,482,0
2012-04-14,FOODS,3868,0
2012-04-14,HOBBIES,491,0
2012-04-14,HOUSEHOLD,755,0
2012-04-15,FOODS,3772,0
2012-04-15,HOBBIES,470,0
2012-04-15,HOUSEHOLD,708,0
2012-04-16,FOODS,2351,0
2012-04-16,HOBBIES,484,0
2012-04-16,HOUSEHOLD,444,0
2012-04-17,FOODS,2148,0
2012-04-17,HOBBIES,256,0
2012-04-17,HOUSEHOLD,380,0
2012-04-18,FOODS,2012,0
2012-04-18,HOBBIES,304,0
2012-04-18,HOUSEHOLD,448,0
2012-04-19,FOODS,2380,0
2012-04-19,HOBBIES,526,0
2012-04-19,HOUSEHOLD,424,0
2012-04-20,FOODS,3129,0
2012-04-20,HOBBIES,483,0
2012-04-20,HOUSEHOLD,512,0
2012-04-21,FOODS,3869,0
2012-04-21,HOBBIES,529,0
2012-04-21,HOUSEHOLD,629,0
2012-04-22,FOODS,3845,0
2012-04-22,HOBBIES,587,0
2012-04-22,HOUSEHOLD,747,0
2012-04-23,FOODS,2254,0
2012-04-23,HOBBIES,265,0
2012-04-23,HOUSEHOLD,449,0
2012-04-24,FOODS,2265,0
2012-04-24,HOBBIES,282,0
2012-04-24,HOUSEHOLD,485,0
2012-04-25,FOODS,2167,0
2012-04-25,HOBBIES,293,0
2012-04-25,HOUSEHOLD,391,0
2012-04-26,FOODS,2228,0
2012-04-26,HOBBIES,313,0
2012-04-26,HOUSEHOLD,462,0
2012-04-27,FOODS,2798,0
2012-04-27,HOBBIES,500,0
2012-04-27,HOUSEHOLD,522,0
2012-04-28,FOODS,3551,0
2012-04-28,HOBBIES,572,0
2012-04-28,HOUSEHOLD,631,0
2012-04-29,FOODS,3721,0
2012-04-29,HOBBIES,436,0
2012-04-29,HOUSEHOLD,699,0
2012-04-30,FOODS,2547,0
2012-04-30,HOBBIES,299,0
2012-04-30,HOUSEHOLD,507,0
2012-05-01,FOODS,2714,1
2012-05-01,HOBBIES,403,1
2012-05-01,HOUSEHOLD,488,1
2012-05-02,FOODS,2588,1
2012-05-02,HOBBIES,504,1
2012-05-02,HOUSEHOLD,422,1
2012-05-03,FOODS,2864,1
2012-05-03,HOBBIES,624,1
2012-05-03,HOUSEHOLD,493,1
2012-05-04,FOODS,3153,1
2012-05-04,HOBBIES,431,1
2012-05-04,HOUSEHOLD,584,1
2012-05-05,FOODS,3399,1
2012-05-05,HOBBIES,505,1
2012-05-05,HOUSEHOLD,553,1
2012-05-06,FOODS,4314,1
2012-05-06,HOBBIES,618,1
2012-05-06,HOUSEHOLD,763,1
2012-05-07,FOODS,3578,1
2012-05-07,HOBBIES,246,1
2012-05-07,HOUSEHOLD,502,1
2012-05-08,FOODS,2841,1
2012-05-08,HOBBIES,312,1
2012-05-08,HOUSEHOLD,424,1
2012-05-09,FOODS,2946,1
2012-05-09,HOBBIES,158,1
2012-05-09,HOUSEHOLD,397,1
2012-05-10,FOODS,2947,1
2012-05-10,HOBBIES,345,1
2012-05-10,HOUSEHOLD,443,1
2012-05-11,FOODS,3515,0
2012-05-11,HOBBIES,288,0
2012-05-11,HOUSEHOLD,490,0
2012-05-12,FOODS,4519,0
2012-05-12,HOBBIES,312,0
2012-05-12,HOUSEHOLD,715,0
2012-05-13,FOODS,3435,0
2012-05-13,HOBBIES,346,0
2012-05-13,HOUSEHOLD,609,0
2012-05-14,FOODS,2739,0
2012-05-14,HOBBIES,212,0
2012-05-14,HOUSEHOLD,446,0
2012-05-15,FOODS,2710,0
2012-05-15,HOBBIES,228,0
2012-05-15,HOUSEHOLD,491,0
2012-05-16,FOODS,2799,0
2012-05-16,HOBBIES,354,0
2012-05-16,HOUSEHOLD,417,0
2012-05-17,FOODS,2630,0
2012-05-17,HOBBIES,254,0
2012-05-17,HOUSEHOLD,455,0
2012-05-18,FOODS,3261,0
2012-05-18,HOBBIES,352,0
2012-05-18,HOUSEHOLD,494,0
2012-05-19,FOODS,3941,0
2012-05-19,HOBBIES,320,0
2012-05-19,HOUSEHOLD,643,0
2012-05-20,FOODS,4367,0
2012-05-20,HOBBIES,341,0
2012-05-20,HOUSEHOLD,769,0
2012-05-21,FOODS,2725,0
2012-05-21,HOBBIES,281,0
2012-05-21,HOUSEHOLD,577,0
2012-05-22,FOODS,2144,0
2012-05-22,HOBBIES,174,0
2012-05-22,HOUSEHOLD,395,0
2012-05-23,FOODS,2205,0
2012-05-23,HOBBIES,215,0
2012-05-23,HOUSEHOLD,432,0
2012-05-24,FOODS,2560,0
2012-05-24,HOBBIES,247,0
2012-05-24,HOUSEHOLD,465,0
2012-05-25,FOODS,3248,0
2012-05-25,HOBBIES,352,0
2012-05-25,HOUSEHOLD,520,0
2012-05-26,FOODS,3645,0
2012-05-26,HOBBIES,382,0
2012-05-26,HOUSEHOLD,673,0
2012-05-27,FOODS,3437,0
2012-05-27,HOBBIES,413,0
2012-05-27,HOUSEHOLD,722,0
2012-05-28,FOODS,2975,0
2012-05-28,HOBBIES,500,0
2012-05-28,HOUSEHOLD,595,0
2012-05-29,FOODS,2312,0
2012-05-29,HOBBIES,529,0
2012-05-29,HOUSEHOLD,436,0
2012-05-30,FOODS,2122,0
2012-05-30,HOBBIES,440,0
2012-05-30,HOUSEHOLD,415,0
2012-05-31,FOODS,2545,0
2012-05-31,HOBBIES,489,0
2012-05-31,HOUSEHOLD,512,0
2012-06-01,FOODS,3423,1
2012-06-01,HOBBIES,496,1
2012-06-01,HOUSEHOLD,656,1
2012-06-02,FOODS,4243,1
2012-06-02,HOBBIES,498,1
2012-06-02,HOUSEHOLD,911,1
2012-06-03,FOODS,3943,1
2012-06-03,HOBBIES,503,1
2012-06-03,HOUSEHOLD,890,1
2012-06-04,FOODS,2942,1
2012-06-04,HOBBIES,463,1
2012-06-04,HOUSEHOLD,588,1
2012-06-05,FOODS,2888,1
2012-06-05,HOBBIES,326,1
2012-06-05,HOUSEHOLD,558,1
2012-06-06,FOODS,2619,1
2012-06-06,HOBBIES,455,1
2012-06-06,HOUSEHOLD,484,1
2012-06-07,FOODS,2873,1
2012-06-07,HOBBIES,357,1
2012-06-07,HOUSEHOLD,494,1
2012-06-08,FOODS,3455,1
2012-06-08,HOBBIES,503,1
2012-06-08,HOUSEHOLD,490,1
2012-06-09,FOODS,3720,1
2012-06-09,HOBBIES,541,1
2012-06-09,HOUSEHOLD,685,1
2012-06-10,FOODS,4110,1
2012-06-10,HOBBIES,540,1
2012-06-10,HOUSEHOLD,834,1
