date,dept_id,cat_id,sales,snap_CA
2012-01-20,FOODS_3,FOODS,1788,0
2012-01-20,HOBBIES_1,HOBBIES,279,0
2012-01-20,HOBBIES_2,HOBBIES,12,0
2012-01-20,HOUSEHOLD_1,HOUSEHOLD,305,0
2012-01-20,HOUSEHOLD_2,HOUSEHOLD,110,0
2012-01-21,FOODS_1,FOODS,307,0
2012-01-21,FOODS_2,FOODS,747,0
2012-01-21,FOODS_3,FOODS,2712,0
2012-01-21,HOBBIES_1,HOBBIES,562,0
2012-01-21,HOBBIES_2,HOBBIES,12,0
2012-01-21,HOUSEHOLD_1,HOUSEHOLD,545,0
2012-01-21,HOUSEHOLD_2,HOUSEHOLD,222,0
2012-01-22,FOODS_1,FOODS,251,0
2012-01-22,FOODS_2,FOODS,497,0
2012-01-22,FOODS_3,FOODS,2306,0
2012-01-22,HOBBIES_1,HOBBIES,367,0
2012-01-22,HOBBIES_2,HOBBIES,6,0
2012-01-22,HOUSEHOLD_1,HOUSEHOLD,386,0
2012-01-22,HOUSEHOLD_2,HOUSEHOLD,152,0
2012-01-23,FOODS_1,FOODS,152,0
2012-01-23,FOODS_2,FOODS,437,0
2012-01-23,FOODS_3,FOODS,1380,0
2012-01-23,HOBBIES_1,HOBBIES,310,0
2012-01-23,HOBBIES_2,HOBBIES,6,0
2012-01-23,HOUSEHOLD_1,HOUSEHOLD,282,0
2012-01-23,HOUSEHOLD_2,HOUSEHOLD,111,0
2012-01-24,FOODS_1,FOODS,189,0
2012-01-24,FOODS_2,FOODS,356,0
2012-01-24,FOODS_3,FOODS,1402,0
2012-01-24,HOBBIES_1,HOBBIES,276,0
2012-01-24,HOBBIES_2,HOBBIES,9,0
2012-01-24,HOUSEHOLD_1,HOUSEHOLD,245,0
2012-01-24,HOUSEHOLD_2,HOUSEHOLD,94,0
2012-01-25,FOODS_1,FOODS,215,0
2012-01-25,FOODS_2,FOODS,321,0
2012-01-25,FOODS_3,FOODS,1252,0
2012-01-25,HOBBIES_1,HOBBIES,273,0
2012-01-25,HOBBIES_2,HOBBIES,23,0
2012-01-25,HOUSEHOLD_1,HOUSEHOLD,272,0
2012-01-25,HOUSEHOLD_2,HOUSEHOLD,104,0
2012-01-26,FOODS_1,FOODS,233,0
2012-01-26,FOODS_2,FOODS,353,0
2012-01-26,FOODS_3,FOODS,1219,0
2012-01-26,HOBBIES_1,HOBBIES,477,0
2012-01-26,HOBBIES_2,HOBBIES,22,0
2012-01-26,HOUSEHOLD_1,HOUSEHOLD,263,0
2012-01-26,HOUSEHOLD_2,HOUSEHOLD,113,0
2012-01-27,FOODS_1,FOODS,292,0
2012-01-27,FOODS_2,FOODS,396,0
2012-01-27,FOODS_3,FOODS,1818,0
2012-01-27,HOBBIES_1,HOBBIES,446,0
2012-01-27,HOBBIES_2,HOBBIES,10,0
2012-01-27,HOUSEHOLD_1,HOUSEHOLD,345,0
2012-01-27,HOUSEHOLD_2,HOUSEHOLD,137,0
2012-01-28,FOODS_1,FOODS,352,0
2012-01-28,FOODS_2,FOODS,593,0
2012-01-28,FOODS_3,FOODS,2137,0
2012-01-28,HOBBIES_1,HOBBIES,470,0
2012-01-28,HOBBIES_2,HOBBIES,24,0
2012-01-28,HOUSEHOLD_1,HOUSEHOLD,477,0
2012-01-28,HOUSEHOLD_2,HOUSEHOLD,188,0
2012-01-29,FOODS_1,FOODS,261,0
2012-01-29,FOODS_2,FOODS,564,0
2012-01-29,FOODS_3,FOODS,2310,0
2012-01-29,HOBBIES_1,HOBBIES,385,0
2012-01-29,HOBBIES_2,HOBBIES,26,0
2012-01-29,HOUSEHOLD_1,HOUSEHOLD,400,0
2012-01-29,HOUSEHOLD_2,HOUSEHOLD,201,0
2012-01-30,FOODS_1,FOODS,181,0
2012-01-30,FOODS_2,FOODS,431,0
2012-01-30,FOODS_3,FOODS,1555,0
2012-01-30,HOBBIES_1,HOBBIES,250,0
2012-01-30,HOBBIES_2,HOBBIES,13,0
2012-01-30,HOUSEHOLD_1,HOUSEHOLD,299,0
2012-01-30,HOUSEHOLD_2,HOUSEHOLD,160,0
2012-01-31,FOODS_1,FOODS,206,0
2012-01-31,FOODS_2,FOODS,367,0
2012-01-31,FOODS_3,FOODS,1590,0
2012-01-31,HOBBIES_1,HOBBIES,303,0
2012-01-31,HOBBIES_2,HOBBIES,26,0
2012-01-31,HOUSEHOLD_1,HOUSEHOLD,280,0
2012-01-31,HOUSEHOLD_2,HOUSEHOLD,120,0
2012-02-01,FOODS_1,FOODS,217,1
2012-02-01,FOODS_2,FOODS,471,1
2012-02-01,FOODS_3,FOODS,1706,1
2012-02-01,HOBBIES_1,HOBBIES,379,1
2012-02-01,HOBBIES_2,HOBBIES,24,1
2012-02-01,HOUSEHOLD_1,HOUSEHOLD,270,1
2012-02-01,HOUSEHOLD_2,HOUSEHOLD,138,1
2012-02-02,FOODS_1,FOODS,227,1
2012-02-02,FOODS_2,FOODS,496,1
2012-02-02,FOODS_3,FOODS,1779,1
2012-02-02,HOBBIES_1,HOBBIES,415,1
2012-02-02,HOBBIES_2,HOBBIES,21,1
2012-02-02,HOUSEHOLD_1,HOUSEHOLD,321,1
2012-02-02,HOUSEHOLD_2,HOUSEHOLD,150,1
2012-02-03,FOODS_1,FOODS,292,1
2012-02-03,FOODS_2,FOODS,638,1
2012-02-03,FOODS_3,FOODS,2204,1
2012-02-03,HOBBIES_1,HOBBIES,504,1
2012-02-03,HOBBIES_2,HOBBIES,33,1
2012-02-03,HOUSEHOLD_1,HOUSEHOLD,422,1
2012-02-03,HOUSEHOLD_2,HOUSEHOLD,176,1
2012-02-04,FOODS_1,FOODS,341,1
2012-02-04,FOODS_2,FOODS,904,1
2012-02-04,FOODS_3,FOODS,3125,1
2012-02-04,HOBBIES_1,HOBBIES,611,1
2012-02-04,HOBBIES_2,HOBBIES,32,1
2012-02-04,HOUSEHOLD_1,HOUSEHOLD,538,1
2012-02-04,HOUSEHOLD_2,HOUSEHOLD,235,1
2012-02-05,FOODS_1,FOODS,315,1
2012-02-05,FOODS_2,FOODS,714,1
2012-02-05,FOODS_3,FOODS,2714,1
2012-02-05,HOBBIES_1,HOBBIES,468,1
2012-02-05,HOBBIES_2,HOBBIES,14,1
2012-02-05,HOUSEHOLD_1,HOUSEHOLD,390,1
2012-02-05,HOUSEHOLD_2,HOUSEHOLD,168,1
2012-02-06,FOODS_1,FOODS,224,1
2012-02-06,FOODS_2,FOODS,600,1
2012-02-06,FOODS_3,FOODS,1841,1
2012-02-06,HOBBIES_1,HOBBIES,428,1
2012-02-06,HOBBIES_2,HOBBIES,14,1
2012-02-06,HOUSEHOLD_1,HOUSEHOLD,371,1
2012-02-06,HOUSEHOLD_2,HOUSEHOLD,160,1
2012-02-07,FOODS_1,FOODS,200,1
2012-02-07,FOODS_2,FOODS,486,1
2012-02-07,FOODS_3,FOODS,1706,1
2012-02-07,HOBBIES_1,HOBBIES,353,1
2012-02-07,HOBBIES_2,HOBBIES,12,1
2012-02-07,HOUSEHOLD_1,HOUSEHOLD,258,1
2012-02-07,HOUSEHOLD_2,HOUSEHOLD,144,1
2012-02-08,FOODS_1,FOODS,215,1
2012-02-08,FOODS_2,FOODS,456,1
2012-02-08,FOODS_3,FOODS,1691,1
2012-02-08,HOBBIES_1,HOBBIES,267,1
2012-02-08,HOBBIES_2,HOBBIES,20,1
2012-02-08,HOUSEHOLD_1,HOUSEHOLD,261,1
2012-02-08,HOUSEHOLD_2,HOUSEHOLD,131,1
2012-02-09,FOODS_1,FOODS,217,1
2012-02-09,FOODS_2,FOODS,516,1
2012-02-09,FOODS_3,FOODS,1570,1
2012-02-09,HOBBIES_1,HOBBIES,293,1
2012-02-09,HOBBIES_2,HOBBIES,24,1
2012-02-09,HOUSEHOLD_1,HOUSEHOLD,271,1
2012-02-09,HOUSEHOLD_2,HOUSEHOLD,143,1
2012-02-10,FOODS_1,FOODS,304,1
2012-02-10,FOODS_2,FOODS,600,1
2012-02-10,FOODS_3,FOODS,1869,1
2012-02-10,HOBBIES_1,HOBBIES,228,1
2012-02-10,HOBBIES_2,HOBBIES,25,1
2012-02-10,HOUSEHOLD_1,HOUSEHOLD,325,1
2012-02-10,HOUSEHOLD_2,HOUSEHOLD,165,1
2012-02-11,FOODS_1,FOODS,462,0
2012-02-11,FOODS_2,FOODS,801,0
2012-02-11,FOODS_3,FOODS,2819,0
2012-02-11,HOBBIES_1,HOBBIES,551,0
2012-02-11,HOBBIES_2,HOBBIES,42,0
2012-02-11,HOUSEHOLD_1,HOUSEHOLD,551,0
2012-02-11,HOUSEHOLD_2,HOUSEHOLD,237,0
2012-02-12,FOODS_1,FOODS,388,0
2012-02-12,FOODS_2,FOODS,786,0
2012-02-12,FOODS_3,FOODS,2857,0
2012-02-12,HOBBIES_1,HOBBIES,408,0
2012-02-12,HOBBIES_2,HOBBIES,41,0
2012-02-12,HOUSEHOLD_1,HOUSEHOLD,543,0
2012-02-12,HOUSEHOLD_2,HOUSEHOLD,207,0
2012-02-13,FOODS_1,FOODS,478,0
2012-02-13,FOODS_2,FOODS,547,0
2012-02-13,FOODS_3,FOODS,1941,0
2012-02-13,HOBBIES_1,HOBBIES,199,0
2012-02-13,HOBBIES_2,HOBBIES,18,0
2012-02-13,HOUSEHOLD_1,HOUSEHOLD,335,0
2012-02-13,HOUSEHOLD_2,HOUSEHOLD,156,0
2012-02-14,FOODS_1,FOODS,347,0
2012-02-14,FOODS_2,FOODS,282,0
2012-02-14,FOODS_3,FOODS,1368,0
2012-02-14,HOBBIES_1,HOBBIES,298,0
2012-02-14,HOBBIES_2,HOBBIES,13,0
2012-02-14,HOUSEHOLD_1,HOUSEHOLD,184,0
2012-02-14,HOUSEHOLD_2,HOUSEHOLD,111,0
2012-02-15,FOODS_1,FOODS,210,0
2012-02-15,FOODS_2,FOODS,329,0
2012-02-15,FOODS_3,FOODS,1399,0
2012-02-15,HOBBIES_1,HOBBIES,326,0
2012-02-15,HOBBIES_2,HOBBIES,8,0
2012-02-15,HOUSEHOLD_1,HOUSEHOLD,268,0
2012-02-15,HOUSEHOLD_2,HOUSEHOLD,129,0
2012-02-16,FOODS_1,FOODS,198,0
2012-02-16,FOODS_2,FOODS,434,0
2012-02-16,FOODS_3,FOODS,1413,0
2012-02-16,HOBBIES_1,HOBBIES,319,0
2012-02-16,HOBBIES_2,HOBBIES,29,0
2012-02-16,HOUSEHOLD_1,HOUSEHOLD,293,0
2012-02-16,HOUSEHOLD_2,HOUSEHOLD,146,0
2012-02-17,FOODS_1,FOODS,218,0
2012-02-17,FOODS_2,FOODS,497,0
2012-02-17,FOODS_3,FOODS,1705,0
2012-02-17,HOBBIES_1,HOBBIES,328,0
2012-02-17,HOBBIES_2,HOBBIES,7,0
2012-02-17,HOUSEHOLD_1,HOUSEHOLD,361,0
2012-02-17,HOUSEHOLD_2,HOUSEHOLD,195,0
2012-02-18,FOODS_1,FOODS,271,0
2012-02-18,FOODS_2,FOODS,575,0
2012-02-18,FOODS_3,FOODS,2468,0
2012-02-18,HOBBIES_1,HOBBIES,525,0
2012-02-18,HOBBIES_2,HOBBIES,19,0
2012-02-18,HOUSEHOLD_1,HOUSEHOLD,448,0
2012-02-18,HOUSEHOLD_2,HOUSEHOLD,228,0
2012-02-19,FOODS_1,FOODS,271,0
2012-02-19,FOODS_2,FOODS,601,0
2012-02-19,FOODS_3,FOODS,2504,0
2012-02-19,HOBBIES_1,HOBBIES,409,0
2012-02-19,HOBBIES_2,HOBBIES,19,0
2012-02-19,HOUSEHOLD_1,HOUSEHOLD,506,0
2012-02-19,HOUSEHOLD_2,HOUSEHOLD,225,0
2012-02-20,FOODS_1,FOODS,183,0
2012-02-20,FOODS_2,FOODS,514,0
2012-02-20,FOODS_3,FOODS,2073,0
2012-02-20,HOBBIES_1,HOBBIES,333,0
2012-02-20,HOBBIES_2,HOBBIES,10,0
2012-02-20,HOUSEHOLD_1,HOUSEHOLD,429,0
2012-02-20,HOUSEHOLD_2,HOUSEHOLD,179,0
2012-02-21,FOODS_1,FOODS,158,0
2012-02-21,FOODS_2,FOODS,346,0
2012-02-21,FOODS_3,FOODS,1541,0
2012-02-21,HOBBIES_1,HOBBIES,347,0
2012-02-21,HOBBIES_2,HOBBIES,5,0
2012-02-21,HOUSEHOLD_1,HOUSEHOLD,278,0
2012-02-21,HOUSEHOLD_2,HOUSEHOLD,148,0
2012-02-22,FOODS_1,FOODS,172,0
2012-02-22,FOODS_2,FOODS,365,0
2012-02-22,FOODS_3,FOODS,1469,0
2012-02-22,HOBBIES_1,HOBBIES,381,0
2012-02-22,HOBBIES_2,HOBBIES,14,0
2012-02-22,HOUSEHOLD_1,HOUSEHOLD,267,0
2012-02-22,HOUSEHOLD_2,HOUSEHOLD,106,0
2012-02-23,FOODS_1,FOODS,176,0
2012-02-23,FOODS_2,FOODS,319,0
2012-02-23,FOODS_3,FOODS,1540,0
2012-02-23,HOBBIES_1,HOBBIES,299,0
2012-02-23,HOBBIES_2,HOBBIES,27,0
2012-02-23,HOUSEHOLD_1,HOUSEHOLD,313,0
2012-02-23,HOUSEHOLD_2,HOUSEHOLD,124,0
2012-02-24,FOODS_1,FOODS,226,0
2012-02-24,FOODS_2,FOODS,408,0
2012-02-24,FOODS_3,FOODS,1869,0
2012-02-24,HOBBIES_1,HOBBIES,266,0
2012-02-24,HOBBIES_2,HOBBIES,12,0
2012-02-24,HOUSEHOLD_1,HOUSEHOLD,334,0
2012-02-24,HOUSEHOLD_2,HOUSEHOLD,165,0
2012-02-25,FOODS_1,FOODS,375,0
2012-02-25,FOODS_2,FOODS,591,0
2012-02-25,FOODS_3,FOODS,2515,0
2012-02-25,HOBBIES_1,HOBBIES,579,0
2012-02-25,HOBBIES_2,HOBBIES,15,0
2012-02-25,HOUSEHOLD_1,HOUSEHOLD,503,0
2012-02-25,HOUSEHOLD_2,HOUSEHOLD,228,0
2012-02-26,FOODS_1,FOODS,281,0
2012-02-26,FOODS_2,FOODS,587,0
2012-02-26,FOODS_3,FOODS,2547,0
2012-02-26,HOBBIES_1,HOBBIES,349,0
2012-02-26,HOBBIES_2,HOBBIES,23,0
2012-02-26,HOUSEHOLD_1,HOUSEHOLD,420,0
2012-02-26,HOUSEHOLD_2,HOUSEHOLD,223,0
2012-02-27,FOODS_1,FOODS,186,0
2012-02-27,FOODS_2,FOODS,412,0
2012-02-27,FOODS_3,FOODS,1599,0
2012-02-27,HOBBIES_1,HOBBIES,316,0
2012-02-27,HOBBIES_2,HOBBIES,9,0
2012-02-27,HOUSEHOLD_1,HOUSEHOLD,349,0
2012-02-27,HOUSEHOLD_2,HOUSEHOLD,127,0
2012-02-28,FOODS_1,FOODS,207,0
2012-02-28,FOODS_2,FOODS,342,0
2012-02-28,FOODS_3,FOODS,1462,0
2012-02-28,HOBBIES_1,HOBBIES,259,0
2012-02-28,HOBBIES_2,HOBBIES,16,0
2012-02-28,HOUSEHOLD_1,HOUSEHOLD,286,0
2012-02-28,HOUSEHOLD_2,HOUSEHOLD,135,0
2012-02-29,FOODS_1,FOODS,207,0
2012-02-29,FOODS_2,FOODS,391,0
2012-02-29,FOODS_3,FOODS,1427,0
2012-02-29,HOBBIES_1,HOBBIES,468,0
2012-02-29,HOBBIES_2,HOBBIES,17,0
2012-02-29,HOUSEHOLD_1,HOUSEHOLD,280,0
2012-02-29,HOUSEHOLD_2,HOUSEHOLD,125,0
2012-03-01,FOODS_1,FOODS,250,1
2012-03-01,FOODS_2,FOODS,389,1
2012-03-01,FOODS_3,FOODS,1899,1
2012-03-01,HOBBIES_1,HOBBIES,568,1
2012-03-01,HOBBIES_2,HOBBIES,30,1
2012-03-01,HOUSEHOLD_1,HOUSEHOLD,301,1
2012-03-01,HOUSEHOLD_2,HOUSEHOLD,166,1
2012-03-02,FOODS_1,FOODS,334,1
2012-03-02,FOODS_2,FOODS,439,1
2012-03-02,FOODS_3,FOODS,2142,1
2012-03-02,HOBBIES_1,HOBBIES,502,1
2012-03-02,HOBBIES_2,HOBBIES,19,1
2012-03-02,HOUSEHOLD_1,HOUSEHOLD,425,1
2012-03-02,HOUSEHOLD_2,HOUSEHOLD,164,1
2012-03-03,FOODS_1,FOODS,325,1
2012-03-03,FOODS_2,FOODS,503,1
2012-03-03,FOODS_3,FOODS,3015,1
2012-03-03,HOBBIES_1,HOBBIES,513,1
2012-03-03,HOBBIES_2,HOBBIES,31,1
2012-03-03,HOUSEHOLD_1,HOUSEHOLD,481,1
2012-03-03,HOUSEHOLD_2,HOUSEHOLD,255,1
2012-03-04,FOODS_1,FOODS,302,1
2012-03-04,FOODS_2,FOODS,557,1
2012-03-04,FOODS_3,FOODS,3106,1
2012-03-04,HOBBIES_1,HOBBIES,405,1
2012-03-04,HOBBIES_2,HOBBIES,30,1
2012-03-04,HOUSEHOLD_1,HOUSEHOLD,526,1
2012-03-04,HOUSEHOLD_2,HOUSEHOLD,239,1
2012-03-05,FOODS_1,FOODS,203,1
2012-03-05,FOODS_2,FOODS,404,1
2012-03-05,FOODS_3,FOODS,2429,1
2012-03-05,HOBBIES_1,HOBBIES,272,1
2012-03-05,HOBBIES_2,HOBBIES,18,1
2012-03-05,HOUSEHOLD_1,HOUSEHOLD,425,1
2012-03-05,HOUSEHOLD_2,HOUSEHOLD,142,1
2012-03-06,FOODS_1,FOODS,215,1
2012-03-06,FOODS_2,FOODS,525,1
2012-03-06,FOODS_3,FOODS,1821,1
2012-03-06,HOBBIES_1,HOBBIES,386,1
2012-03-06,HOBBIES_2,HOBBIES,19,1
2012-03-06,HOUSEHOLD_1,HOUSEHOLD,294,1
2012-03-06,HOUSEHOLD_2,HOUSEHOLD,138,1
2012-03-07,FOODS_1,FOODS,200,1
2012-03-07,FOODS_2,FOODS,397,1
2012-03-07,FOODS_3,FOODS,2061,1
2012-03-07,HOBBIES_1,HOBBIES,386,1
2012-03-07,HOBBIES_2,HOBBIES,16,1
2012-03-07,HOUSEHOLD_1,HOUSEHOLD,337,1
2012-03-07,HOUSEHOLD_2,HOUSEHOLD,144,1
2012-03-08,FOODS_1,FOODS,195,1
2012-03-08,FOODS_2,FOODS,434,1
2012-03-08,FOODS_3,FOODS,2034,1
2012-03-08,HOBBIES_1,HOBBIES,250,1
2012-03-08,HOBBIES_2,HOBBIES,12,1
2012-03-08,HOUSEHOLD_1,HOUSEHOLD,341,1
2012-03-08,HOUSEHOLD_2,HOUSEHOLD,126,1
2012-03-09,FOODS_1,FOODS,261,1
2012-03-09,FOODS_2,FOODS,447,1
2012-03-09,FOODS_3,FOODS,2152,1
2012-03-09,HOBBIES_1,HOBBIES,344,1
2012-03-09,HOBBIES_2,HOBBIES,18,1
2012-03-09,HOUSEHOLD_1,HOUSEHOLD,385,1
2012-03-09,HOUSEHOLD_2,HOUSEHOLD,179,1
2012-03-10,FOODS_1,FOODS,325,1
2012-03-10,FOODS_2,FOODS,639,1
2012-03-10,FOODS_3,FOODS,3081,1
2012-03-10,HOBBIES_1,HOBBIES,506,1
2012-03-10,HOBBIES_2,HOBBIES,29,1
2012-03-10,HOUSEHOLD_1,HOUSEHOLD,528,1
2012-03-10,HOUSEHOLD_2,HOUSEHOLD,246,1
2012-03-11,FOODS_1,FOODS,279,0
2012-03-11,FOODS_2,FOODS,598,0
2012-03-11,FOODS_3,FOODS,3136,0
2012-03-11,HOBBIES_1,HOBBIES,599,0
2012-03-11,HOBBIES_2,HOBBIES,54,0
2012-03-11,HOUSEHOLD_1,HOUSEHOLD,624,0
2012-03-11,HOUSEHOLD_2,HOUSEHOLD,212,0
2012-03-12,FOODS_1,FOODS,206,0
2012-03-12,FOODS_2,FOODS,510,0
2012-03-12,FOODS_3,FOODS,2013,0
2012-03-12,HOBBIES_1,HOBBIES,357,0
2012-03-12,HOBBIES_2,HOBBIES,33,0
2012-03-12,HOUSEHOLD_1,HOUSEHOLD,394,0
2012-03-12,HOUSEHOLD_2,HOUSEHOLD,130,0
2012-03-13,FOODS_1,FOODS,248,0
2012-03-13,FOODS_2,FOODS,354,0
2012-03-13,FOODS_3,FOODS,1441,0
2012-03-13,HOBBIES_1,HOBBIES,297,0
2012-03-13,HOBBIES_2,HOBBIES,26,0
2012-03-13,HOUSEHOLD_1,HOUSEHOLD,349,0
2012-03-13,HOUSEHOLD_2,HOUSEHOLD,121,0
2012-03-14,FOODS_1,FOODS,180,0
2012-03-14,FOODS_2,FOODS,359,0
2012-03-14,FOODS_3,FOODS,1618,0
2012-03-14,HOBBIES_1,HOBBIES,205,0
2012-03-14,HOBBIES_2,HOBBIES,31,0
2012-03-14,HOUSEHOLD_1,HOUSEHOLD,307,0
2012-03-14,HOUSEHOLD_2,HOUSEHOLD,121,0
2012-03-15,FOODS_1,FOODS,216,0
2012-03-15,FOODS_2,FOODS,370,0
2012-03-15,FOODS_3,FOODS,1737,0
2012-03-15,HOBBIES_1,HOBBIES,355,0
2012-03-15,HOBBIES_2,HOBBIES,27,0
2012-03-15,HOUSEHOLD_1,HOUSEHOLD,319,0
2012-03-15,HOUSEHOLD_2,HOUSEHOLD,137,0
2012-03-16,FOODS_1,FOODS,376,0
2012-03-16,FOODS_2,FOODS,436,0
2012-03-16,FOODS_3,FOODS,1896,0
2012-03-16,HOBBIES_1,HOBBIES,479,0
2012-03-16,HOBBIES_2,HOBBIES,21,0
2012-03-16,HOUSEHOLD_1,HOUSEHOLD,401,0
2012-03-16,HOUSEHOLD_2,HOUSEHOLD,128,0
2012-03-17,FOODS_1,FOODS,436,0
2012-03-17,FOODS_2,FOODS,550,0
2012-03-17,FOODS_3,FOODS,2456,0
2012-03-17,HOBBIES_1,HOBBIES,503,0
2012-03-17,HOBBIES_2,HOBBIES,14,0
2012-03-17,HOUSEHOLD_1,HOUSEHOLD,567,0
2012-03-17,HOUSEHOLD_2,HOUSEHOLD,192,0
2012-03-18,FOODS_1,FOODS,365,0
2012-03-18,FOODS_2,FOODS,573,0
2012-03-18,FOODS_3,FOODS,2719,0
2012-03-18,HOBBIES_1,HOBBIES,442,0
2012-03-18,HOBBIES_2,HOBBIES,23,0
2012-03-18,HOUSEHOLD_1,HOUSEHOLD,631,0
2012-03-18,HOUSEHOLD_2,HOUSEHOLD,213,0
2012-03-19,FOODS_1,FOODS,252,0
2012-03-19,FOODS_2,FOODS,393,0
2012-03-19,FOODS_3,FOODS,2002,0
2012-03-19,HOBBIES_1,HOBBIES,396,0
2012-03-19,HOBBIES_2,HOBBIES,24,0
2012-03-19,HOUSEHOLD_1,HOUSEHOLD,401,0
2012-03-19,HOUSEHOLD_2,HOUSEHOLD,153,0
2012-03-20,FOODS_1,FOODS,203,0
2012-03-20,FOODS_2,FOODS,318,0
2012-03-20,FOODS_3,FOODS,1634,0
2012-03-20,HOBBIES_1,HOBBIES,323,0
2012-03-20,HOBBIES_2,HOBBIES,26,0
2012-03-20,HOUSEHOLD_1,HOUSEHOLD,319,0
2012-03-20,HOUSEHOLD_2,HOUSEHOLD,116,0
2012-03-21,FOODS_1,FOODS,197,0
2012-03-21,FOODS_2,FOODS,275,0
2012-03-21,FOODS_3,FOODS,1579,0
2012-03-21,HOBBIES_1,HOBBIES,261,0
2012-03-21,HOBBIES_2,HOBBIES,19,0
2012-03-21,HOUSEHOLD_1,HOUSEHOLD,297,0
2012-03-21,HOUSEHOLD_2,HOUSEHOLD,136,0
2012-03-22,FOODS_1,FOODS,277,0
2012-03-22,FOODS_2,FOODS,344,0
2012-03-22,FOODS_3,FOODS,1818,0
2012-03-22,HOBBIES_1,HOBBIES,242,0
2012-03-22,HOBBIES_2,HOBBIES,21,0
2012-03-22,HOUSEHOLD_1,HOUSEHOLD,281,0
2012-03-22,HOUSEHOLD_2,HOUSEHOLD,120,0
2012-03-23,FOODS_1,FOODS,321,0
2012-03-23,FOODS_2,FOODS,341,0
2012-03-23,FOODS_3,FOODS,1853,0
2012-03-23,HOBBIES_1,HOBBIES,385,0
2012-03-23,HOBBIES_2,HOBBIES,26,0
2012-03-23,HOUSEHOLD_1,HOUSEHOLD,373,0
2012-03-23,HOUSEHOLD_2,HOUSEHOLD,115,0
2012-03-24,FOODS_1,FOODS,399,0
2012-03-24,FOODS_2,FOODS,483,0
2012-03-24,FOODS_3,FOODS,2927,0
2012-03-24,HOBBIES_1,HOBBIES,634,0
2012-03-24,HOBBIES_2,HOBBIES,23,0
2012-03-24,HOUSEHOLD_1,HOUSEHOLD,576,0
2012-03-24,HOUSEHOLD_2,HOUSEHOLD,169,0
2012-03-25,FOODS_1,FOODS,357,0
2012-03-25,FOODS_2,FOODS,518,0
2012-03-25,FOODS_3,FOODS,3050,0
2012-03-25,HOBBIES_1,HOBBIES,462,0
2012-03-25,HOBBIES_2,HOBBIES,13,0
2012-03-25,HOUSEHOLD_1,HOUSEHOLD,604,0
2012-03-25,HOUSEHOLD_2,HOUSEHOLD,236,0
2012-03-26,FOODS_1,FOODS,229,0
2012-03-26,FOODS_2,FOODS,403,0
2012-03-26,FOODS_3,FOODS,1734,0
2012-03-26,HOBBIES_1,HOBBIES,301,0
2012-03-26,HOBBIES_2,HOBBIES,10,0
2012-03-26,HOUSEHOLD_1,HOUSEHOLD,355,0
2012-03-26,HOUSEHOLD_2,HOUSEHOLD,135,0
2012-03-27,FOODS_1,FOODS,249,0
2012-03-27,FOODS_2,FOODS,310,0
2012-03-27,FOODS_3,FOODS,1502,0
2012-03-27,HOBBIES_1,HOBBIES,373,0
2012-03-27,HOBBIES_2,HOBBIES,26,0
2012-03-27,HOUSEHOLD_1,HOUSEHOLD,315,0
2012-03-27,HOUSEHOLD_2,HOUSEHOLD,114,0
2012-03-28,FOODS_1,FOODS,231,0
2012-03-28,FOODS_2,FOODS,309,0
2012-03-28,FOODS_3,FOODS,1457,0
2012-03-28,HOBBIES_1,HOBBIES,331,0
2012-03-28,HOBBIES_2,HOBBIES,27,0
2012-03-28,HOUSEHOLD_1,HOUSEHOLD,269,0
2012-03-28,HOUSEHOLD_2,HOUSEHOLD,144,0
2012-03-29,FOODS_1,FOODS,201,0
2012-03-29,FOODS_2,FOODS,277,0
2012-03-29,FOODS_3,FOODS,1497,0
2012-03-29,HOBBIES_1,HOBBIES,243,0
2012-03-29,HOBBIES_2,HOBBIES,14,0
2012-03-29,HOUSEHOLD_1,HOUSEHOLD,268,0
2012-03-29,HOUSEHOLD_2,HOUSEHOLD,125,0
2012-03-30,FOODS_1,FOODS,383,0
2012-03-30,FOODS_2,FOODS,411,0
2012-03-30,FOODS_3,FOODS,2310,0
2012-03-30,HOBBIES_1,HOBBIES,560,0
2012-03-30,HOBBIES_2,HOBBIES,26,0
2012-03-30,HOUSEHOLD_1,HOUSEHOLD,396,0
2012-03-30,HOUSEHOLD_2,HOUSEHOLD,169,0
2012-03-31,FOODS_1,FOODS,409,0
2012-03-31,FOODS_2,FOODS,632,0
2012-03-31,FOODS_3,FOODS,2467,0
2012-03-31,HOBBIES_1,HOBBIES,610,0
2012-03-31,HOBBIES_2,HOBBIES,20,0
2012-03-31,HOUSEHOLD_1,HOUSEHOLD,544,0
2012-03-31,HOUSEHOLD_2,HOUSEHOLD,220,0
2012-04-01,FOODS_1,FOODS,415,1
2012-04-01,FOODS_2,FOODS,661,1
2012-04-01,FOODS_3,FOODS,2917,1
2012-04-01,HOBBIES_1,HOBBIES,412,1
2012-04-01,HOBBIES_2,HOBBIES,28,1
2012-04-01,HOUSEHOLD_1,HOUSEHOLD,552,1
2012-04-01,HOUSEHOLD_2,HOUSEHOLD,196,1
2012-04-02,FOODS_1,FOODS,295,1
2012-04-02,FOODS_2,FOODS,518,1
2012-04-02,FOODS_3,FOODS,2073,1
2012-04-02,HOBBIES_1,HOBBIES,438,1
2012-04-02,HOBBIES_2,HOBBIES,8,1
